Institute,Academic Program Name,Quota,Seat Type,Gender,Opening_R1,Closing_R1,Opening_R2,Closing_R2,Opening_R3,Closing_R3,Opening_R4,Closing_R4,Opening_R5,Closing_R5,Opening_R6,Closing_R6
"Jyothy Institute of Technology-Tathguni, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109278.0,109278.0,,,,,93842.0,93842.0,,,,
"Jyothy Institute of Technology-Tathguni, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,,,,,,,100326.0,100326.0,,,,
"Jyothy Institute of Technology-Tathguni, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,104180.0,104180.0,,,,,,,,,,
"K L E Institute of Technology-Gokul, Hubbali","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,89979.0,89979.0,,,,
"K L E Institute of Technology-Gokul, Hubbali","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,,,,,,,83489.0,83489.0,,,,
"K L E Institute of Technology-Gokul, Hubbali","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,94440.0,94440.0,,,,
"K L E Institute of Technology-Gokul, Hubbali","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,93787.0,93787.0,,,,
"K L E Institute of Technology-Gokul, Hubbali","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,,,,,,,88095.0,88095.0,,,,
"K L E Institute of Technology-Gokul, Hubbali","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,78945.0,78945.0,,,,
"K.S School of Engineering And Management-Off Kanakapura Road, Bengaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,102001.0,102001.0,,,,,69921.0,69921.0,,,,
"K.S School of Engineering And Management-Off Kanakapura Road, Bengaluru","Computer Science & Business Systems (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106956.0,106956.0,,,,,74043.0,74043.0,,,,
"K.S School of Engineering And Management-Off Kanakapura Road, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109945.0,109945.0,,,101569.0,101569.0,77304.0,77304.0,,,,
"K.S School of Engineering And Management-Off Kanakapura Road, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,95291.0,95291.0,,,,,,,,,,
"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,69505.0,69505.0,,,102605.0,102605.0,48515.0,48515.0,,,,
"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,78846.0,78846.0,,,,,,,,,,
"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru","Computer & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110510.0,110510.0,,,,,,,,,,
"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru","Computer & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,97286.0,97286.0,,,,
"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru","Computer Science & Design (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110282.0,110282.0,,,,,43850.0,43850.0,,,,
"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,59243.0,59243.0,,,106608.0,106608.0,90354.0,90354.0,,,,
"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,94404.0,94404.0,,,,,,,,,,
"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,79126.0,79126.0,,,78493.0,78493.0,91244.0,91244.0,,,,
"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,111393.0,111393.0,,,,,,,,,,
"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,62181.0,62181.0,,,,
"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,66339.0,66339.0,,,,,,
"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,66167.0,66167.0,,,,
"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,87427.0,87427.0,,,,,,,,,,
"KLE College of Engineering and Technology-Chikodi Dist., Belagavi","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,75025.0,75025.0,,,105457.0,105457.0,82886.0,82886.0,,,,
"KLE College of Engineering and Technology-Chikodi Dist., Belagavi","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,99020.0,99020.0,,,,,,,,,,
"KLE College of Engineering and Technology-Chikodi Dist., Belagavi","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,66559.0,66559.0,,,109981.0,109981.0,87904.0,87904.0,,,,
"KLE College of Engineering and Technology-Chikodi Dist., Belagavi","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,89747.0,89747.0,,,,,,,,,,
"KLE College of Engineering and Technology-Chikodi Dist., Belagavi","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,96361.0,96361.0,,,,,,
"KLE College of Engineering and Technology-Chikodi Dist., Belagavi","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110828.0,110828.0,,,,,,,,,,
"KLE Technological University Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and Technology- Udyambag, Belagavi","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,96627.0,96627.0,,,,
"KLE Technological University Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and Technology- Udyambag, Belagavi","Computer Science & Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,95657.0,95657.0,,,,
"KLE Technological University Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and Technology- Udyambag, Belagavi","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,98634.0,98634.0,,,,
"KLE Technological University Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and Technology-Udyambag, Belagavi","Bio- Medical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,97989.0,97989.0,,,,,,,,,,
"KLE Technological University Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and Technology-Udyambag, Belagavi","Chemical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,69934.0,69934.0,,,94423.0,94423.0,67577.0,67577.0,,,,
"KLE Technological University Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and Technology-Udyambag, Belagavi","Chemical Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,84413.0,84413.0,,,,,,,,,,
"KLE Technological University Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and Technology-Udyambag, Belagavi","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,41970.0,41970.0,,,79727.0,79727.0,99417.0,99417.0,,,,
"KLE Technological University Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and Technology-Udyambag, Belagavi","Computer Science & Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,42189.0,42189.0,,,69481.0,69481.0,101670.0,101670.0,,,,
"KLE Technological University Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and Technology-Udyambag, Belagavi","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,78795.0,78795.0,,,94755.0,94755.0,,,,,,
"KLE Technological University Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and Technology-Udyambag, Belagavi","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,58389.0,58389.0,,,,,,,,,,
"KLE Technological University Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and Technology-Udyambag, Belagavi","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,109669.0,109669.0,,,,
"KLE Technological University Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and Technology-Udyambag, Belagavi","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,94385.0,94385.0,,,,,,
"KLE Technological University Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and Technology-Udyambag, Belagavi","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108876.0,108876.0,,,,,,,,,,
"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi","Automation & Robotics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,92848.0,92848.0,,,,
"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi","Automation & Robotics Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,,,,,,,47637.0,47637.0,,,,
"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi","Biotechnology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,95802.0,95802.0,,,,
"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,94080.0,94080.0,,,,
"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,28951.0,28951.0,,,,
"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,,,,,,,25837.0,25837.0,,,,
"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi","Computer Science & Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,49639.0,49639.0,,,,
"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi","Computer Science & Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,,,,,,,33637.0,33637.0,,,,
"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,99769.0,99769.0,,,,
"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,,,,,,,87923.0,87923.0,,,,
"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,76965.0,76965.0,,,,
"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,,,,,,,60684.0,60684.0,,,,
"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi","Electronics Engineering (VLSI Design & Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,53043.0,53043.0,,,,
"KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,101378.0,101378.0,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Automation & Robotics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,33236.0,33236.0,,,53894.0,53894.0,106607.0,106607.0,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Automation & Robotics Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,58669.0,58669.0,111016.0,111016.0,,,,,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Bio- technology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,67817.0,67817.0,,,106895.0,106895.0,,,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Bio- technology (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,93008.0,93008.0,,,,,,,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,99411.0,99411.0,,,111127.0,111127.0,111127.0,111127.0,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Civil Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,111016.0,111016.0,,,,,,,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,19953.0,19953.0,,,31388.0,31388.0,42269.0,42269.0,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,31564.0,31564.0,41231.0,41231.0,,,,,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Computer Science & Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,20584.0,20584.0,,,33066.0,33066.0,47299.0,47299.0,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Computer Science & Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,34279.0,34279.0,48608.0,48608.0,,,,,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,55340.0,55340.0,,,110581.0,110581.0,105816.0,105816.0,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,107292.0,107292.0,107292.0,107292.0,,,,,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,33464.0,33464.0,,,,,,,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,63087.0,63087.0,,,,,,,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,68078.0,68078.0,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,54028.0,54028.0,,,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,,,97034.0,97034.0,,,,,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,79263.0,79263.0,,,103984.0,103984.0,81153.0,81153.0,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","Mechanical Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,108639.0,108639.0,,,,,,,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","VLSI (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,39413.0,39413.0,,,60902.0,60902.0,73602.0,73602.0,,,,
"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi","VLSI (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,83165.0,83165.0,,,,,,,,,,
"KLS Gogte Institute of Technology-Udyambag, Belagavi","Aeronautical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,51940.0,51940.0,,,107667.0,107667.0,74541.0,74541.0,,,,
"KLS Gogte Institute of Technology-Udyambag, Belagavi","Bachelor of Design (Communic- ation & Design) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,96497.0,96497.0,,,,,,,,,,
"KLS Gogte Institute of Technology-Udyambag, Belagavi","Bachelor of Design (Fashion Design) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,58226.0,58226.0,,,,,,,,,,
"KLS Gogte Institute of Technology-Udyambag, Belagavi","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,90015.0,90015.0,,,7406.0,7406.0,7406.0,7406.0,,,,
"KLS Gogte Institute of Technology-Udyambag, Belagavi","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,37070.0,37070.0,,,53966.0,53966.0,41505.0,41505.0,,,,
"KLS Gogte Institute of Technology-Udyambag, Belagavi","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,70948.0,70948.0,86446.0,86446.0,,,47299.0,47299.0,,,,
"KLS Gogte Institute of Technology-Udyambag, Belagavi","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,34553.0,34553.0,,,41876.0,41876.0,51162.0,51162.0,,,,
"KLS Gogte Institute of Technology-Udyambag, Belagavi","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,59190.0,59190.0,100293.0,100293.0,,,64572.0,64572.0,,,,
"KLS Gogte Institute of Technology-Udyambag, Belagavi","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,62087.0,62087.0,,,92019.0,92019.0,73191.0,73191.0,,,,
"KLS Gogte Institute of Technology-Udyambag, Belagavi","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,47086.0,47086.0,,,,,,,,,,
"KLS Gogte Institute of Technology-Udyambag, Belagavi","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,80116.0,80116.0,,,,,,,,,,
"KLS Gogte Institute of Technology-Udyambag, Belagavi","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,79437.0,79437.0,,,,
"KLS Gogte Institute of Technology-Udyambag, Belagavi","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,68273.0,68273.0,,,,,,
"KLS Gogte Institute of Technology-Udyambag, Belagavi","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,93986.0,93986.0,,,,
"KLS Gogte Institute of Technology-Udyambag, Belagavi","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,,,77607.0,77607.0,,,95557.0,95557.0,,,,
"KLS Gogte Institute of Technology-Udyambag, Belagavi","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,67705.0,67705.0,,,,
"KLS Gogte Institute of Technology-Udyambag, Belagavi","Information Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,,,,,,,72438.0,72438.0,,,,
"KLS Gogte Institute of Technology-Udyambag, Belagavi","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,75126.0,75126.0,,,88764.0,88764.0,,,,,,
"KLS Vishwanathrao Deshpande Institute of Technology- Dandeli Road, Haliyal","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,96723.0,96723.0,,,,
"KLS Vishwanathrao Deshpande Institute of Technology- Dandeli Road, Haliyal","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,94782.0,94782.0,,,,
"KLS Vishwanathrao Deshpande Institute of Technology- Dandeli Road, Haliyal","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,94759.0,94759.0,,,,
"KLS Vishwanathrao Deshpande Institute of Technology-Dandeli Road, Haliyal","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110111.0,110111.0,,,110111.0,110111.0,110111.0,110111.0,,,,
"KLS Vishwanathrao Deshpande Institute of Technology-Dandeli Road, Haliyal","Computer Science & Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,105347.0,105347.0,,,111074.0,111074.0,,,,,,
"KLS Vishwanathrao Deshpande Institute of Technology-Dandeli Road, Haliyal","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,93737.0,93737.0,,,,,,,,,,
"KLS Vishwanathrao Deshpande Institute of Technology-Dandeli Road, Haliyal","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109025.0,109025.0,,,,,,,,,,
"KLS Vishwanathrao Deshpande Institute of Technology-Dandeli Road, Haliyal","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,108632.0,108632.0,,,,
"KLS Vishwanathrao Deshpande Institute of Technology-Dandeli Road, Haliyal","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,108632.0,108632.0,,,,,,
"KNS Institute of Technology-Yelahanka, Bengaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,96455.0,96455.0,,,,,,,,,,
"KNS Institute of Technology-Yelahanka, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110959.0,110959.0,,,103454.0,103454.0,,,,,,
"KNS Institute of Technology-Yelahanka, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110391.0,110391.0,,,94425.0,94425.0,68529.0,68529.0,,,,
"KNS Institute of Technology-Yelahanka, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107761.0,107761.0,,,,,,,,,,
"KNS Institute of Technology-Yelahanka, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,92418.0,92418.0,,,,,,,,,,
"KNS Institute of Technology-Yelahanka, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,89055.0,89055.0,,,,,,,,,,
"KNS Institute of Technology-Yelahanka, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106945.0,106945.0,,,,,,,,,,
"KVG College Of Engineering-Sullia, Dakshina Kannada","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107509.0,107509.0,,,,,,,,,,
"KVG College Of Engineering-Sullia, Dakshina Kannada","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,74732.0,74732.0,,,,,,,,,,
"Kalpataru Institute of Technology-B H Road, Tiptur","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,103283.0,103283.0,,,,,70996.0,70996.0,,,,
"Kalpataru Institute of Technology-B H Road, Tiptur","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,66223.0,66223.0,,,,,96093.0,96093.0,,,,
"Karavali Institute of Technology-Kottara, Mangaluru","Aeronautical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,111746.0,111746.0,,,,,,,,,,
"Karavali Institute of Technology-Kottara, Mangaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,50078.0,50078.0,,,,,,,,,,
"Karavali Institute of Technology-Kottara, Mangaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,111679.0,111679.0,,,,,,,,,,
"M.S. Engineering College-Sadahalli, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,59221.0,59221.0,,,,,,,,,,
"M.S. Engineering College-Sadahalli, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,74080.0,74080.0,,,101479.0,101479.0,,,,,,
"M.S. Engineering College-Sadahalli, Bengaluru","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,86894.0,86894.0,,,,,,,,,,
"M.S. Engineering College-Sadahalli, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,71433.0,71433.0,,,45773.0,45773.0,,,,,,
"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru","Aerospace Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,5552.0,5552.0,,,9212.0,9212.0,18772.0,18772.0,,,,
"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru","Aerospace Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,25650.0,25650.0,25650.0,25650.0,,,76076.0,76076.0,,,,
"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,1535.0,1535.0,,,2483.0,2483.0,3864.0,3864.0,,,,
"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,7374.0,7374.0,14044.0,14044.0,,,,,,,,
"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,1481.0,1481.0,,,2402.0,2402.0,3706.0,3706.0,,,,
"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,5102.0,5102.0,5102.0,5102.0,,,7073.0,7073.0,,,,
"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru","Bio- technology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,16827.0,16827.0,,,26988.0,26988.0,38302.0,38302.0,,,,
"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru","Bio- technology (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,53468.0,53468.0,,,,,,,,,,
"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru","Biotechnology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,,,,,,,37954.0,37954.0,,,,
"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru","Biotechnology (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,,,93008.0,93008.0,,,73147.0,73147.0,,,,
"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru","Chemical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,15712.0,15712.0,,,28430.0,28430.0,33687.0,33687.0,,,,
"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru","Chemical Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,106796.0,106796.0,,,,,,,,,,
